date,nav_strategy,nav_benchmark
2016-01-04,1.0,1.0
2016-01-05,1.0,1.002800033046357
2016-01-06,1.0,1.0203922312004308
2016-01-07,1.0,0.9496457288707836
2016-01-08,1.0,0.9690109690037048
2016-01-11,1.0,0.9202620290151856
2016-01-12,1.0,0.9269670033970524
2016-01-13,1.0,0.9097199413490581
2016-01-14,1.0,0.9286566511760426
2016-01-15,1.0,0.8990114111976301
2016-01-18,1.0,0.9024702094183155
2016-01-19,1.0,0.9291045238629346
2016-01-20,1.0,0.9150526156001288
2016-01-21,1.0,0.8882348223853439
2016-01-22,1.0,0.8974929910533271
2016-01-25,1.0,0.9019389713577676
2016-01-26,1.0,0.8476368943319674
2016-01-27,1.0,0.8447091323884219
2016-01-28,1.0,0.8226295018526887
2016-01-29,1.0,0.8492458864002076
2016-02-01,1.0,0.836261844758108
2016-02-02,1.0299128244999998,0.8536400083688227
2016-02-03,1.02040434925,0.8499804933096982
2016-02-04,1.01068372475,0.8603928630707594
2016-02-05,0.9644822259999999,0.8543478933898696
2016-02-15,0.9565664142499999,0.8494235711039472
2016-02-16,0.99685736625,0.8754619038402899
2016-02-17,1.01266236475,0.8830387555014083
2016-02-18,1.0437422192499999,0.8802652713862883
2016-02-19,1.0335337002499998,0.8796560296254939
2016-02-22,1.0575531214999998,0.8990510183979769
2016-02-23,1.0563787092499999,0.8905460495392101
2016-02-24,1.0390660409999999,0.8963638111028264
2016-02-25,0.9572479224999999,0.841364774186206
2016-02-26,0.9711548827499998,0.8498052300068532
2016-02-29,0.9208525084999999,0.8294643094444263
2016-03-01,0.9369217367499999,0.84480766034387
2016-03-02,0.9949084029999999,0.8795833011200535
2016-03-03,0.9802173032499999,0.8816268481702654
2016-03-04,0.9393368019999999,0.8918508098807685
2016-03-07,0.96059167075,0.8950073365564485
2016-03-08,0.9540872324999999,0.8958239828343431
2016-03-09,0.9088772325,0.8855140902182841
2016-03-10,0.91687898275,0.8685754396961349
2016-03-11,0.9317549802499999,0.8700567316933876
2016-03-14,0.9608804524999999,0.8837220805990961
2016-03-15,0.9070494319999999,0.8863421516718244
2016-03-16,0.9077163075,0.8907390697819487
2016-03-17,0.8712990414999999,0.9005892997948554
2016-03-18,0.8876439477499999,0.9143564340167392
2016-03-21,0.9043454014999999,0.9366893027293627
2016-03-22,0.942196024,0.9298727997753401
2016-03-23,0.9436304044999999,0.9328425038415237
2016-03-24,0.90898046575,0.9172066823054572
2016-03-25,0.9094528019999999,0.9218091312296086
2016-03-28,0.90674790425,0.9137122549001804
2016-03-29,0.9010842834999999,0.9038195350668141
2016-03-30,0.9353213909999999,0.9271299867382178
2016-03-31,0.9616537922499999,0.9276524904598246
2016-04-01,0.957771963,0.9287498751104836
2016-04-05,0.9685413025,0.9410272424319835
2016-04-06,0.9752254782499999,0.9390214577052464
2016-04-07,0.9794655532499998,0.9251164477633779
2016-04-08,0.94088633525,0.9183237264252841
2016-04-11,0.9419144027499999,0.9311138830386113
2016-04-12,0.9216431314999999,0.9277567836554979
2016-04-13,0.9327982857499999,0.9401328518896526
2016-04-14,0.9410548419999999,0.944297949690323
2016-04-15,0.9024621467499999,0.9432524810278916
2016-04-18,0.9169478864999999,0.9306403838589186
2016-04-19,0.9110534214999999,0.93347970701741
2016-04-20,0.87747161575,0.9169690679295771
2016-04-21,0.8415298942499999,0.9110818640474488
2016-04-22,0.854776688,0.915203405458218
2016-04-25,0.83108859725,0.9114940210711459
2016-04-26,0.8559877425,0.9164311998427703
2016-04-27,0.841502951,0.9126131983298559
2016-04-28,0.85086366875,0.9110754069783966
2016-04-29,0.8373296275,0.9099696915556122
2016-05-03,0.8656632787499999,0.9263414171802198
2016-05-04,0.86793694375,0.9251657982197053
2016-05-05,0.8603803937500001,0.9264510143969001
2016-05-06,0.832900643,0.9023622552950993
2016-05-09,0.8057436444999999,0.8837004609482517
2016-05-10,0.769815336,0.8847085132016218
2016-05-11,0.7632577825,0.8886566073602169
2016-05-12,0.7928747785,0.8907691643359241
2016-05-13,0.80885742875,0.8863869764145752
2016-05-16,0.8403561587499999,0.8922598536747439
2016-05-17,0.7704303760000001,0.8895837444670268
2016-05-18,0.7488206322500001,0.8843981703203012
2016-05-19,0.78338479175,0.8828024671307799
2016-05-20,0.782197963,0.8873333982499382
2016-05-23,0.810792963,0.8899289670517097
2016-05-24,0.798974963,0.883106698857462
2016-05-25,0.7934074395,0.8818586108273171
2016-05-26,0.8031744627499999,0.8832956546058417
2016-05-27,0.811164753,0.8828022076949699
2016-05-30,0.775527753,0.8840158484147693
2016-05-31,0.812903253,0.9136636827512833
2016-06-01,0.8295991505,0.911065634896215
2016-06-02,0.8384303175,0.912954529377387
2016-06-03,0.82028181875,0.9193613831872104
2016-06-06,0.8260208147499999,0.9163239087221801
2016-06-07,0.80704961525,0.9158238606112503
2016-06-08,0.798375919,0.9120570832577365
2016-06-13,0.764224919,0.8839097103422241
2016-06-14,0.768648099,0.8866891614809772
2016-06-15,0.81689407075,0.8983305651532392
2016-06-16,0.8514443495,0.8920771820382095
2016-06-17,0.84084865675,0.8965978222035659
2016-06-20,0.8497232949999999,0.8972657829360534
2016-06-21,0.8280925292499999,0.8954333301566859
2016-06-22,0.8361317967499999,0.9034019298911043
2016-06-23,0.8161696919999999,0.8986040104971188
2016-06-24,0.8014170549999999,0.8870270045581718
2016-06-27,0.81867433225,0.8995343761384548
2016-06-28,0.8137554592499999,0.9041053468509768
2016-06-29,0.8261670205,0.9084259620067209
