date,nav_strategy,nav_benchmark
2016-01-04,1.0,1.0
2016-01-05,1.0,1.002800033046357
2016-01-06,1.0,1.0203922312004308
2016-01-07,1.0,0.9496457288707836
2016-01-08,1.0,0.9690109690037048
2016-01-11,1.0,0.9202620290151856
2016-01-12,1.0,0.9269670033970524
2016-01-13,1.0,0.9097199413490581
2016-01-14,1.0,0.9286566511760426
2016-01-15,1.0,0.8990114111976301
2016-01-18,1.0,0.9024702094183155
2016-01-19,1.0,0.9291045238629346
2016-01-20,1.0,0.9150526156001288
2016-01-21,1.0,0.8882348223853439
2016-01-22,1.0,0.8974929910533271
2016-01-25,1.0,0.9019389713577676
2016-01-26,1.0,0.8476368943319674
2016-01-27,1.0,0.8447091323884219
2016-01-28,1.0,0.8226295018526887
2016-01-29,1.0,0.8492458864002076
2016-02-01,1.0,0.836261844758108
2016-02-02,1.0377584412499998,0.8536400083688227
2016-02-03,1.0490062215,0.8499804933096982
2016-02-04,1.070191365,0.8603928630707594
2016-02-05,1.0558131439999998,0.8543478933898696
2016-02-15,1.0511351439999999,0.8494235711039472
2016-02-16,1.1216890902499999,0.8754619038402899
2016-02-17,1.1513043265,0.8830387555014083
2016-02-18,1.155372906,0.8802652713862883
2016-02-19,1.1541628444999998,0.8796560296254939
2016-02-22,1.17715037325,0.8990510183979769
2016-02-23,1.16368600675,0.8905460495392101
2016-02-24,1.18506949075,0.8963638111028264
2016-02-25,1.071029313,0.841364774186206
2016-02-26,1.06025296325,0.8498052300068532
2016-02-29,0.984497926,0.8294643094444263
2016-03-01,1.0165610795,0.84480766034387
2016-03-02,1.0740076465000001,0.8795833011200535
2016-03-03,1.086083517,0.8816268481702654
2016-03-04,1.05447608075,0.8918508098807685
2016-03-07,1.08058233375,0.8950073365564485
2016-03-08,1.0915480634999999,0.8958239828343431
2016-03-09,1.0757828219999999,0.8855140902182841
2016-03-10,1.0605483712500001,0.8685754396961349
2016-03-11,1.05585108225,0.8700567316933876
2016-03-14,1.1183391010000001,0.8837220805990961
2016-03-15,1.1047988659999999,0.8863421516718244
2016-03-16,1.082200866,0.8907390697819487
2016-03-17,1.1473338659999999,0.9005892997948554
2016-03-18,1.21883847775,0.9143564340167392
2016-03-21,1.2619340665,0.9366893027293627
2016-03-22,1.25148165375,0.9298727997753401
2016-03-23,1.2617538725000002,0.9328425038415237
2016-03-24,1.265488065,0.9172066823054572
2016-03-25,1.26310977125,0.9218091312296086
2016-03-28,1.27604130875,0.9137122549001804
2016-03-29,1.25125012325,0.9038195350668141
2016-03-30,1.32989353725,0.9271299867382178
2016-03-31,1.32207946125,0.9276524904598246
2016-04-01,1.31812231375,0.9287498751104836
2016-04-05,1.3240042512499999,0.9410272424319835
2016-04-06,1.32397965125,0.9390214577052464
2016-04-07,1.32397965125,0.9251164477633779
2016-04-08,1.32397965125,0.9183237264252841
2016-04-11,1.3307446512499999,0.9311138830386113
2016-04-12,1.3307446512499999,0.9277567836554979
2016-04-13,1.3307446512499999,0.9401328518896526
2016-04-14,1.3307446512499999,0.944297949690323
2016-04-15,1.3307446512499999,0.9432524810278916
2016-04-18,1.3307446512499999,0.9306403838589186
2016-04-19,1.3307446512499999,0.93347970701741
2016-04-20,1.3307446512499999,0.9169690679295771
2016-04-21,1.3307446512499999,0.9110818640474488
2016-04-22,1.3307446512499999,0.915203405458218
2016-04-25,1.3307446512499999,0.9114940210711459
2016-04-26,1.3307446512499999,0.9164311998427703
2016-04-27,1.3307446512499999,0.9126131983298559
2016-04-28,1.3307446512499999,0.9110754069783966
2016-04-29,1.3307446512499999,0.9099696915556122
2016-05-03,1.3307446512499999,0.9263414171802198
2016-05-04,1.3307446512499999,0.9251657982197053
2016-05-05,1.3307446512499999,0.9264510143969001
2016-05-06,1.3307446512499999,0.9023622552950993
2016-05-09,1.2844708225,0.8837004609482517
2016-05-10,1.28371788525,0.8847085132016218
2016-05-11,1.2509274035,0.8886566073602169
2016-05-12,1.2518686385,0.8907691643359241
2016-05-13,1.25856721475,0.8863869764145752
2016-05-16,1.28377085175,0.8922598536747439
2016-05-17,1.2786784919999998,0.8895837444670268
2016-05-18,1.23489380675,0.8843981703203012
2016-05-19,1.240563558,0.8828024671307799
2016-05-20,1.259685558,0.8873333982499382
2016-05-23,1.28082177225,0.8899289670517097
2016-05-24,1.27025700125,0.883106698857462
2016-05-25,1.26832513925,0.8818586108273171
2016-05-26,1.26903705,0.8832956546058417
2016-05-27,1.2720199235,0.8828022076949699
2016-05-30,1.2693959235,0.8840158484147693
2016-05-31,1.3227572225,0.9136636827512833
2016-06-01,1.31796718125,0.911065634896215
2016-06-02,1.31796718125,0.912954529377387
2016-06-03,1.31796718125,0.9193613831872104
2016-06-06,1.31796718125,0.9163239087221801
2016-06-07,1.31796718125,0.9158238606112503
2016-06-08,1.31796718125,0.9120570832577365
2016-06-13,1.31796718125,0.8839097103422241
2016-06-14,1.3230151069999998,0.8866891614809772
2016-06-15,1.3613738004999998,0.8983305651532392
2016-06-16,1.36321257325,0.8920771820382095
2016-06-17,1.3758296055,0.8965978222035659
2016-06-20,1.388957437,0.8972657829360534
2016-06-21,1.3841510075,0.8954333301566859
2016-06-22,1.41137898425,0.9034019298911043
2016-06-23,1.4318769735,0.8986040104971188
2016-06-24,1.4271632645,0.8870270045581718
2016-06-27,1.4482258319999999,0.8995343761384548
2016-06-28,1.48179355975,0.9041053468509768
2016-06-29,1.5088110022499999,0.9084259620067209
2016-06-30,1.495647336,0.9091556108096178
